label,content
1,许可经营项目：一般危化品：氢、二氧化碳[压缩的或液化的]、一氯二氟甲烷、氨、1.1-二氯乙烷、甲醇、乙醇[无水]、含易燃溶剂的合成树脂、油漆、辅助材料、涂料等制品[闭杯闪点≤60℃]、碳化钙、三氯硅烷、 氯化钡、四氯化碳、三氯化铝溶液、四氯化硅、亚硫酸氢钠、乙酸[含量#x3E80%]、氢氧化钠、甲醛溶液；易制毒化学品：丙酮、盐酸、硫酸其他经营。一般经营项目：自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外)；其他机械设备、电子产品、其他化工产品（化学危险品除外)、五金、交电、建材、硅材料、煤炭销售，食品批发、零售。
1,建筑材料、钢材、木材、不锈钢制品、金属制品、化工产品、日用百货、家用电器、装饰材料、机械设备及零配件、包装材料、电子产品、电线电缆、通信设备、五金、办公用品、橡胶制品、环保专用设备、计算机及配件、塑料制品、皮革制品、消防器材的销售；室内外装修装饰工程施工；提供建筑劳务服务（劳务派遣除外）。
1,光电转换技术开发及技术转让；光电测量仪器、电子元器件、计算机及配件、五金、交电、化工（除危险品）、建筑材料、装饰材料、橡塑制品、针纺织品、纺织原料、金属材料、百货的销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）；[以下限分支机构经营：光电测量仪器制造、加工]。
1,塑铝门窗的加工、安装和销售；钢管、脚手架、工程机械的租赁；建筑材料的销售；道路贳通货物运输。
1,钢材、金属材料及制品、建材、五金电器、矿产品、塑料制品、化工原料及产品（除危险品）、劳保用品、服装购销。
1,销售：医疗器械，药品，日用百货，家具。
1,建筑材料、装饰材料、五金交电、电线电缆、机电设备、机械设备、计算机软硬件及配件、木制品、玻璃制品、金属材料、矿产品、钢材、煤碳、化工产品（不含危险品）、塑料制品、一类医疗器械、针纺织品、化妆品、家具、家用电器、工艺品、珠宝首饰、服装鞋帽、办公用品、汽车配件、包装材料、电子产品销售。
1,建筑材料、钢材、模板、木材、砂石、水泥、金属材料、装潢材料、塑料编织网、塑料制品、通用设备、电气机械及器材、化工设备、阀门、仪器仪表、润滑油、普通机械、电器、电子产品、办公用品、橱柜、汽车配件、橡塑制品、五金交电、针纺织品、日用百货销售；门窗及配件加工、安装、维修；室内外装饰装潢工程设计与施工；橱柜制作与安装。
1,二类医疗器械、三类医疗器械（不包括植入体内器械）的销售；实验室设备及仪器、五金交电、化工产品（不含危险化学品）、文化办公用机械、计算机及辅助设备、软件的销售；百货的零售；医疗器械的技术开发、技术服务、技术咨询、技术转让；设备租赁（不含融资性租赁）。
1,宠物食品、宠物专用品研发、技术转让、技术咨询、技术服务、销售；饲料生产、销售。
1,建筑工程用机械及配件销售、维修、租赁；园林绿化工程施工；五金交电、建筑材料、汽车、橡胶制品、润滑油销售；电子产品技术开发、制造、销售；太阳能发电站建设；合同能源管理服务；光伏发电设备技术研发、销售、技术咨询、技术转让、技术服务。
1,灯饰、服饰、园林苗木、花卉、汽车、汽车装潢用品、电子产品、休闲运动产品销售；室内外装饰工程、园林绿化工程施工；装饰材料销售。
1,销售：建材、装饰装潢材料、金属材料、水暖器材、五金交电、机电设备、卫生洁具、日用百货、非危险性化工产品、劳保用品、塑料制品、办公用品、计算机及配件、空调设备、纺织品（不含棉花、蚕茧）、丝绸制品、服装服饰。
1,中成药、化学药制剂、抗生素制剂、生化药品、生物制品批发（不含冷冻、冷藏药品）；保健食品、II类、III类医疗器械、医疗机器人、电子产品的销售；I类医疗器械、空气消毒剂、化妆品、计算机软硬件的研发和销售；医疗设备软件的开发；药品的研发、咨询服务；道路普通货物运输。
1,汽车租赁；机动车维修；代办汽车过户、上牌服务；汽车信息咨询服务；汽车、日用百货、五金交电、电子产品、汽车用品、汽摩配件、计算机软硬件及配件、机电设备、润滑油、塑料制品、包装材料、建筑材料、金属制品、通信设备、电子元器件的销售。
1,太阳能热水器、空气能源热泵、空调新风暖通给排水设备、光伏光电设备、热泵机组、管道阀门、水泵、水箱及配件、电子产品、电动工具、机械设备及配件、制冷设备、取暖设备、家用电器、燃气灶具、油烟机、建筑材料、办公家具、家用洗涤剂、智能一卡通设备的销售、计算机软硬件的研发及销售；旱同能源管理；机电设备安装、设计及技术咨询；自有设备租赁；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。
1,销售：五金交电、机电产品、百货、日用杂品、纺织品、建筑材料、水暖器材、陶瓷。
1,销售：机械设备及配件、钣金模具、机电设备及配件、传感器、塑料制品、五金工具、电器配件、钣金附材；机电设备改造及维修、机电设备装配，提供机电设备及配件的技术服务、技术咨询。
1,通用设备、金属构件及其他金属制品、电子产品、工程机械研发、销售、安装；汽车配件、塑料制品销售；计算机软件开发；数码迷彩图案研发、设计。
1,许可经营项目：无 一般经营项目：农业机械销售；农业机械维修、技术服务、技术咨询。
1,瓶装液化石油气零售；灶具、阀门及配件零售；装潢五金建材、电动自行车销售。
1,家居用品、计生用品、保健食品、玩具、旅游用品、日用百货、工艺礼品、化妆品、针纺织品、厨房用品、劳保用品、洗浴用品、家用电器、户外用品、纸制品、电子产品、办公用品、汽车装饰用品、服装服饰、五金电器、机电设备、鞋帽、箱包、床上用品、数码产品、塑料制品、建筑装饰材料、化纤制品、饰品、一类、二类医疗器械销售；预包装食品批发、零售及网上销售；健康信息咨询；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。
1,生产食品；批发预包装食品。
1,研发、生产、销售：工业自动化设备及配件、压延设备、表面处理设备、绕线设备；销售：塑料制品、金属制品、电子产品、机器人；自营和代理各类商品及技术的进出口业务。
1,机械设备、五金配件销售、上门维修、售后服务。
1,服饰、钢材、建筑材料、日用百货、文体用品销售。
1,金属材料、金属制品、仪器仪表及其他机械设备、建材、五金产品、电子产品、纺织品、纺织原料、针织品、化工产品（不含危险品）、服装、鞋帽、劳保用品、百货的销售。
1,紫砂制品的技术研发；组织文化艺术交流活动；紫砂制品、陶瓷制品、紫砂泥料、工艺美术品、茶具、雕塑制品、文化用品、书法绘画作品、古玩（除文物）的销售；展亍展览服务；会议服务。
1,电子产品、文教用品、办公用品、天文仪器、影像设备销售；教育仪器研发、销售。
1,日用品、船用物资（危险品、有毒品等国家专项规定产品除外）销售。
1,床上用品、窗帘、浴室帘子、服装及针织品、卫生间用具、地毯、儿童围栏、儿童童车、日用百货销售。
1,金属制品加工、销售；电动工具、建筑材料、机电设备、防水材料、玻璃制品、橡塑制品、消防器材、保温材料、电器、钢材、装饰材料、不锈钢制品、门窗、电线电缆、电子产品、日用品、劳保用品、工艺品、卫生洁具、灯具销售；水电安装。
1,自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）；蜡油、沥啨、燃料油、原料油销售（以上经营范围均不含危险化学品）；商务信息咨询；会议展览信息咨询；房地产信息咨询；矿产信息咨询。
1,自营和代理各类商品和技术的进出口业务（国家限定公司经营或禁止进出口的商品和技术除外）；食品、保健食品的销售。
1,针纺织品、服装、服饰、鞋帽、箱包、化学纤维销售。
1,通用设备及零部件、电子元件、金属制品、五金件的制造、加工；金属材料的销售。
1,服装服饰、针纺织品、家庭用品的销售；自营和代理各类商品及技术的进出口业务，国家限定企业经营或禁止进出口的商品和技术除外。(依法须经批准的项目，经相关部门批准后方可开展经营活动）
1,工程机械配件、电线电缆、化工原料（不含化学危险品）、密封件、轴承、五金产品销售。
1,服装服饰、服饰辅料、鞋帽、劳保用品、办公用品及设备、食用农产品的销售；干洗服务。
1,制冷设备、暖通设备、机电设备的销售、安装、维修；办公用品、日用百货、电脑及配件、建筑材料销售；弱电工程、通讯工程、楼宇智能化工程、网络工程、建筑装饰工程设计、施工。
1,汽车及零配件、二手车、建筑材料、粉煤灰、炉渣、钢材、日用品、服装、鞋帽、家用电器、文具用品、化妆品、厨房用具、卫生间用具、检测设备、脱硫石膏、化工产品（危险化学品除外）销售；土石方工程服务；保险代理；洗车服务；汽车装潢；道路普通货物运输；货物搬运；装卸服务；仓储服务；质量检测技术咨询服务。
1,轿车、汽车配件销售；一类汽车维修（乘用车）；二手车销售、经纪服务；汽车装饰服务、机动车辆保险代办、汽车信息咨询服务。
1,针纺织品、纺织原料、装饰装修材料销售；棉及化纤制品、麻制品制造、加工、销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。
1,农产品（国家有专项规定的项目除外）收购，食品（食盐限零售）、肉类、蔬菜、禽蛋、水产品（除种苗）、五金产品（除电动三轮车）、家用电器、厨具、日用品百货销售，餐饮企业管理（除投资管理），商务信息咨询（除投资信息咨询），自营和代理各类商品和技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。
1,汽油、柴油、润滑油的零售。
1,食品的生产、销售。
1,楼宇自控设备、空调及冷冻设备、锅炉及辅助设备、电梯、建筑材料及上述产品相关配件的销售、安装、维修；建筑智能化系统工程、消防及安防监控系统工程、暖通空调系统工程的设计、施工及技术服务；自营和代理上述商品的进出口业务。
1,从事自动化设备、电子设备、计算机软件领域内的技术开发、技术转让、技术咨询、技术服务；工业自动化设备、机械设备、电子设备的设计、上门安装、维修；工业自动化设备、机电设备及配件、工装夹具、电子设备的销售。
1,新型外墙保温材料、墙体材料、外墙配套砂浆及附属材料的销售、保养、研发、生产、安装及施工。
1,公共浴室；预包装食品批发与零售；餐饮服务（中型餐馆，含凉菜、不含裱花蛋糕、不含生食海产品）；住宿。（凭有效许可证经营）百货、五金交电销售；实业投资、投资咨询、道路设施工程建设、园林绿化。
1,五金产品、交通器材、家用电器、矿产品、金属材料、通讯设备、电子产品的销售。
1,金属材料、电线电缆、建筑材料、电子产品、一类医疗器械、针纺织品批发、零售。
1,建筑材料、装饰装潢材料、电子产品、机电设备、机械设备、金属材料、金属制品、矿产品，化工原料及化工产品的购销。
1,化肥、原包装种子、农膜销售；农业技术推广服务。
1,铝材、包装材料、塑料制品、电子耗材、机械设备、有色金属的销售；货物及技术的进出口业务。
1,预包装食品、生鲜食用农产品、保健用品、日用品、家用电器、五金交电、首饰、服装、鞋帽、针纺织品、化妆品、工艺品、文具用品、办公用机械、金属材料、电子产品、电子元器件、计算机及辅助设备、木制品、清洁用品、厨房用具、卫生间用具、计生用品、纸制品、个人职业安全防护用品、玻璃制品、皮革制品、橡胶制品、塑料制品、不锈钢制品、铝合金制品、家具、通讯设备（地面卫星接收设备及无线电发射设施除外）、照相器材、安防监控设备、体育用品、自营和代理各类商品及技术的进出口业务（国家限定经营或禁止进出口的商品和技术除外）。
1,吊牌、纸盒、塑料袋、不干胶的生产、销售；服装辅料、包装材料、非危险性化工原料及产品、无人机及相关设备与配件、仪器仪表、机械设备及配件、模具、电子产品的销售；无人机、机电工程、机电设备、电子产品的维修保养服务；电子产品科技领域内的技术开发、技术服务、技术咨询；货物及技术的进出口业务。
1,机械设备及零部件、金属材料及制品、五金交电、纺织品及原料、服装及辅料、橡胶制品、塑料制品购销；机械设备安装、维修；自营和代理各类商品及技术的进出口业务。
1,胶粘制品、包装材料、包装机械及配件、五金交电、金属材料（不含贵稀金属）、水暖器材、日用百货、劳保用品、服装辅料、缝纫设备及配件、化工原料（不含危险物品）、鞋料的销售。
1,针纺织品、皮棉的销售；以工业服务外包方式从事皮棉的加工。
1,电动叉车、液压搬运车、液压装卸车、升降平台、减速机、汽车配件、齿轮泵、升降机、传菜机、胶辊、办公用品、劳保用品、体育用品、家用电器、日用百货、文具用品、工艺品、装潢材料、电子产品、通信设备、安防设备、计算机的软硬件、计算机辅助设备及配件销售；信息技术咨询。（依法须经批准的项目，经相关部门批准后方可展开经营活动）
1,自动化设备、五金机械零件、金属模具及金属配件、金属汽车零件、金属治具的生产；五金机电及配件、劳保用品的销售；机械设备工程安装与维修；工厂设备施工与改造；机电设备安装维护；货物及技术的进出口业务
1,工程机械及配件销售、租赁；橡胶密封件、机床配件、五金产品销售。
1,批发：汽车零部件、汽车装饰品、劳保用品、润滑油、化工原料及产品（危险化学品除外）。
1,网络技术及信息技术产品的开发、软件和硬件的销售，并偍供相关技术咨询和售后服务；从事软件、文教体育用品、通信设备、计算机及其他电子设备、食品、工艺品的销售；从事上述产品的进出口业务；电子商务技术服务。
1,机械设备及零部件、机电产品、五金交电、电线电缆、电子产品、建筑设备、焊接设备、工具刃具、金属材料、橡胶制品、塑料制品、办公用品批发、零售及售后服务。
1,车用空调、供暖和通风系统及零部件销售。
1,汽车、汽车配件销售，汽车内装饰，二手车中介服务。
1,医疗器械研发、销售；医疗设备租赁、维修、技术服务、技术维护、技术咨询、技术转让；电子仪器、仪器仪表、计算机软硬件及配件、教学仪器销售。
1,饲料添加剂、电子产品、日用品、初级农产品、生鲜海产品、针纺织品、矿产品、塑料制品、化工产品（危险化学品除外）、计算机软硬件、机械设备、建筑材料、办公设备销售；自营和代理各类商品和技术的进出口业务，但国家限定企业经营或禁止进出口的商品和技术除外。
1,机电设备、标准件、五金工具、建筑材料、不锈钢、货架、水暖器材、轴承、橡胶制品、电线电缆销售。
1,环保产品、健身器材、办公用品、服装销售；移动厕所销售及租赁。
1,设计、销售：婚纱、礼服、饰品、工艺品、头纱、手套、箱包、手表；自营和代理各类商品和技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。
1,汽车零配件、包装材料 、绝缘材料、 电子元件、电子产品、包装制品、塑胶制品的销售；机电设备销售、上门安装、上门维修及相关领域内的技术开发、技术转让、技术咨询、技术服务；货物及技术的进出口业务。
1,纺织品及面辅料、服装、家居用品、凉席、蚊帐、皮革制品、鞋帽、箱包、羽绒制品、日用百货的销售。
1,纺织品研发；针纺织品、化学纤维、皮革制品、服装、箱包销售；加工DTY（弹丝）；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。
1,销售：办公用品、服装服饰、体育用品、五金交电、制冷设备、家用电器、金属材料、汽摩配件、汽车用品、电子产品及配件、数码产品、通讯设备及配件、木材、钢材、建筑材料、照明设备、不锈钢制品、仪器仪表、电线电缆、轴承及配件、宠物用品、家具、布艺制品、日用百货、劳保用品、化妆品、鞋帽箱包、皮具、床上用品、针纺织品、工艺美术品、酒店用品、电源开关、机械设备、扫描设备、棉纺织品、玩具、钟表、眼镜及配件、花卉、纸制品、摄影器材。
1,太阳能路灯、LED产品、灯具、灯杆、交通信号灯、太阳能电池组件、光伏辅助材料、太阳能蓄电池、太阳能锂电池、光源电器、电线电缆、电缆辅助材料、照明电器、照明器材销售，自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。依法须经批准的项目，经相关部门批准后方可开展经营活动）
1,批发与零售：预包装食品、乳制品（不含婴幼儿配方乳粉）。销售：日用百货、办公用品、办公设备、劳保用品。（依法须经批准的项目，经相关部门?1准后方可开展经营活动）
1,网上贸易代理；文化、体育用品及器材（不含弩）、建材、机械设备、五金产品及电子产品、计算机、软件及辅助设备、纺织、服装及家庭用品、初级农产品、农、林、牧产品、医疗器械（二类）、家用美容、保健电器具、家用电器的销售。
1,市政工程设计、施工；建筑材料、装潢材料、仪器仪表、金属材料、五金交电、机械设备及配件、塑料制品、矿产品、煤炭、包装制品、机电产品、计算机及配件、水暖器材、阀门、管道的销售。
1,危险化学品批发（不带仓储）（按许可证核定的经营范围和期限经营）。建筑材料、电子产品、工艺品、服装及面辅料、纺织机械配件、针纺织品、焦碳、石蜡油、橡胶制品及原料、化工原料（不含危险化学品）、炭黑的销售。
1,燃料油、石油焦、沥啨、润滑油、化工产品（危险品除外）、五金工具、劳保用品的销售。
1,家居用品、银首饰、首饰盒、日用品、工艺品、塑料制品、玻璃制品、橡胶制品、灯具、装饰物品、家用电器、厨房用具、卫生间用具、个人卫生用品、卫生材料、母婴用品、洗涤用品销售；自营和代理各类商品及技术的进出口业务（国家限定经营或禁止进出口的商品和技术除外）。
1,日用百货、服装鞋帽、床上用品、玩具、电子产品、办公用品、工艺品、家具、卫生洁具、建材及室内装饰材料销售。
1,研发、销售：喷码设备及配件、喷码机及耗材、机电设备及配件、条码打印设备、扫描成像设备、计算机软硬件、激光设备及配件、激光设备清洗用品、自动化设备、检测设备、电线电缆、仪器仪表、计量衡器具、办公用品、不锈钢制品、电子产品、塑料材料、建筑材料、金属制品、五金交电、通讯设备、劳保用品、文体用品；并提供上述产品的技术服务和咨询；销售、租赁：自动化设备与产品，并提供上门安装服务；喷码机维修、喷码机技术研发；自营和代理各类商品和技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）
1,环保设备、光伏设备、计算机网络技术开发、技术咨询、技术服务；清洁服务；电子商务信息咨询服务；水处理设备、太阳能电池、家用电器及配件、电子产品、日用品、制冷设备、环保设备、光伏设备、五金产品、计算机、软件及辅助设备、针纺织品、文具用品、办公用机械、化妆品、工艺品、首饰、健身器材、建材、玩具、卫生洁具、服装、鞋帽、皮革制品、通讯器材（地面卫星接收设施及无线电发射设备除外）、预包装食品兼散装食品销售；空气净化设备安装、销售。
1,自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）；商务信息咨询服务。
1,电子产品网上销售，企业管理，网络销售平台技术开发，汽车保险代理业务，餐饮企业管理，发布国内各类广告，图文设计制作，会务服务，展览展亍服务代理。
1,农副产品开发，蔬菜种植基地开发，水产品、鲜（冻）畜禽肉、蔬菜、净菜、预包装食品的销售。
1,音响、视频设备、舞台照明、计算机及辅助设备、耗材、监控设备、家用电器销售，电子显示屏销售、安装，计算机软件开发、销售，装饰装潢设计施工（凭有效资质证书经营）。
1,瓷砖、石材、卫浴产品、电器、电缆、灯具、五金销售。
1,汽车配件、汽车用品、汽车音响、汽车空调、润滑油、五金交电、轮胎、机电设备、电瓶、橡胶制品、电器产品销售。
1,汽车配件、五金配件的销售；货物及技术的进出口业务。(依法需经批准的项目，经相关部门批准后方可开展经营活动）
1,食品机械、制冷设备、厨房用具、家用电器、五金交电、钢材销售。
1,电线、电缆、电缆盘及漆包线、电缆用塑料粒子的销售。
1,一类医疗器械的研发和销售，一类医疗器械的租赁，医疗技术研发、技术咨询、技术服务，二类医疗器械的销售。
1,办公用品、劳保用品、包装材料、五金电器、通讯器材、机电设备、电脑配件、打印耗材、塑胶制品、日用百货、不干胶、纸箱及纸制品、化工产品的销售；商品及技术的进出口业务。
1,一般商品及技术的进出口批发业务；化肥的进出口及批发；农产品初加工。（以上经营范围涉及资质管理及国家限制禁止的除外，不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项审批的商品）
1,汽油、柴油的零售（凭许可证经营）；食品(按许可证所列范围和方式经营)、化工产品（除危险化学品）、汽车零配件、日用百货、润滑油的销售；晋像制品经营；汽车维修；房屋和机械设备的租赁（不含融资性租赁）；烟、报纸、期刊、图书、纺织服装、文体用品、五金、家具、建材、家用电器、电子产品、充值卡、计生用品的零售；票务代理（不含铁路客票）；汽车过秤服务；汽车清洗服务。
1,电子元器件、电线电缆、五金配件、照明设备、电动工具、工量刃具、劳保用品、服装、机电设备、仪器仪表、检测设备、化工原料（不含危险品）的销售 ；电线电缆加工；电子产品研发、生产；货物及技术的进出口业务（法律、行政法规规定亩置许可经营、禁止经营的除外）。
1,电子元器件、电子产品、电线电缆、电动工具、电讯器材、五金交电产品、针纺织品、橡胶制品、办公设备销售，电子表面贴装技术相关设备、机电设备研发、销售。
1,钛旱金移动门、塑钢门窗加工、制作、安装；室内外装饰工程设计、施工；土木建筑工程施工。
1,销售：机电设备及配件、电子产品、五金交电、仪器仪表、百货、包装材料、劳保用品、办公用品。
1,建材、五金产品（除电动三轮车）销售；预拌商品混凝土工程、公路路面工程、土石方工程、公路交通工程、公路路基工程、建筑智能化工程、水利水电工程施工。
1,汽车（不含九座以下乘用车）、汽车配件、润滑油零售。
1,节能化学品、水处理化学品的专业领域内的技术研发、技术支持、技术转让；环保技术开发、技术服务；环保设备、电力配套设备的研发、生产和销售；工业清洗、污水处理；化工原料及产品的销售；信息系统集成；工业自动化控制系统领域内技术开发；医疗设备、仪器仪表、检测设备的研发、销售；机械设备的销售。
1,销售：陶土、长石粉、碳酸钙、非金属矿物及其制品。
1,家用纺织制成品的批发、零售。
1,珠宝首饰、工艺品、日用百货、服装、鞋帽、箱包、针纺织品、皮革制品、羽绒制品、化妆品、玩具销售；企业管理咨询服务；商务信息咨询服务；计算机图文设计；工艺品设计；自营和代理各类商品及技术的进出口业务（国家限定经营或禁止进出口的商品和技术除外）。
1,承压设备及配件、铸锻件、通用设备及零部件制造（限具备条件的分支机构经营）；金属材料、五金产品（除电动三轮车）、塑料制品、橡胶制品销售。
1,不锈钢制品及其他金属制品、金属材料销售。
1,监控产品、电子产品、计算机系统设备、安防设备的安装、维修；医院手术室、ICU病房的净化工程、放射科铅防护工程的设计与施工；百货、纺织品、五金、交电、办公用品、劳保用品的销售。
1,承接：机电安装工程；销售：空调、机电设备、电子元器件、液压设备、传动设备、仪器仪表、电线电缆、工业电器、轴承、水暖配件、橡塑制品、劳保用品、五金交电、金属材料、保温材料；提供上述产品的维修、售后保养服务及技术咨询服务。
1,一类医疗器械销售、维修；家具、电子产品、办公设备、实验仪器、家用电器销售。
1,一类医疗器械、二类医疗器械（许可经营的除外）、化工产品及原料（除危险品）的销售。
1,自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）；电子产品、通讯及广播电视设备（不含卫星广播地面接收设施及发射装置）、日用品、办公用品的销售。
1,实验室仪器、试剂及耗材（危险品除外）、玻璃器皿、医疗器械（许可经营的项目除外）、五金配件、钢材、安防监控设备、建筑材料的销售；生物产品研发及销售（不含药品、食品）；计算机软件开发、技术咨询及销售；计算机网络工程施工、维护及培训。
1,紫外线吸收剂及其他化工原料（危险化学品除外）的购销，自营和代理各类商品及技术的进出口业务（国家限定公司经营或禁止进出口的商品及技术除外）。
1,承接：智能化系统工程、综合布线工程、弱电工程、室内外装饰装潢工程设计与施工；销售：机电产品、电子产品；安装、销售门窗。
1,Ⅰ类、Ⅲ类医疗器械的销售。
1,电子产品销售。
1,装潢材料、水泥、砂石、钢材、五金杂件、信报箱、建筑材料销售，工程技术咨询服务。
1,建筑材料、电器设备、五金交电、矿山机械设备及配件、水暖器材、建筑工程用机械及配件批发、零售。
1,绳网丝线、五金工具、塑料制品、化纤制品、机械设备销售；自营和代理各种商品的进出口业务(国家限定企业经营或禁止进出口的商品除外)。
1,电子产品的研发、销售；电子产品、电子材料、软件、仪器仪表的销售；电子产品的设计、检测、分析、测试；网络工程的设计、施工。
1,烟酒、副食品、食品销售（须取得许可或批准后方可经营）；百货、针纺织品销售；房产中介、室内装潢；家政服务；面向中小学生开展的艺术（辅导）培训、体育或体育运动（辅导）培训、科技（辅导）培训、研学（辅导）培训；制作、代理、发布国内各类广告国；内外旅游咨询。
1,五金交电、电子产品、计算机软硬件、通讯器材（地面卫星接收设备及无线电发射设施除外）、日用品、陶瓷制品、木制品、水泥制品、针纺织品、橡胶制品、塑料制品、服装、鞋帽、皮革制品、办公用品、不锈钢制品、铝合金制品、办公用机械设备、化工原料及产品（危险品除外）、珠宝首饰、金属材料、钢材、煤炭、生鲜食用农产品销售。
1,金属材料、金属制品、五金产品、通用机械及配件、电气机械及器材、建材、炉料、化工产品及原料（不含危险品）的销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。
1,五金制品、金属制品的研发、生产、加工、销售；电子元器件、汽车零配件、一类医疗器械、五金交电、包装材料、劳保用品、办公用品的销售；货物及技术的进出口业务；道路普通货物运输（按《道路运输经营许可证》核定范围经营）。
1,电子产品、计算机、建筑装饰材料、五金交电、金属材料、汽车（不含九座以下乘用车）、摩托车及配件、家具、保健用品、劳保用品、文化体育用品、办公用品、日用百货、服装、服饰品、一类医疗器械、化妆品、礼品、有机肥料批发与零售；图文设计；经济信息咨询；室内外装潢；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）；电子设备租赁；设计、制作、代理、发布国内各类广告；制冷设备批发与零售、技术咨询、维修、安装服务；初级农产品种植、养殖、批发与零售；水产品、食品添加剂、预包装食品兼散装食品批发与零售。
1,生产、研发、加工：电子产品；软件的研发和销售；销售：工业设备及周边耗材、电子产品及元件，承接智能网络工程，提供相关技术的转让与技术服务。
1,建筑材料、水泥制品销售。
1,家用电器销售及售后服务；水暖器材，电器设备及配件，五金，交电，针纺织品，服装，装璜材料，建筑材料，金属材料，文化用品，日用百货，劳保用品的销售。
1,电子元器件与机电组件设备研发、制造及表面处理；半导体器件专用设备制造；计算机软硬件、电子产品、汽车零部件、建筑材料、钢材、机械设备及零部件、办公用品购销；自营和代理各类商品和技术的进出口业务。
1,机械设备及配件制造、销售；木制品加工、销售；金属材料、塑料制品销售。
1,原木、木材及木制品、钢材、金属材料及制品、机械设备及零部件、建筑材料购销；自营和代理各类商品及技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可进行经营活动）
1,电脑、办公设备、耗材销售；网络设备、监控设备安装、维修。
1,销售：展览展示器材、铝材、板材、五金配件、灯具、家具。展览展示服务。
1,图书、报刊、床上用品、玩具、办公用品、家具、教学教具、服装、书包销售。
1,研发、设计、销售：汽车配件、汽车饰品及铝旱金型材；销售：汽车装潢用品、电子产品、电子元器件、光学材料、日用百货、计算机软硬件、电气设备、办公用品、文化用品、五金交电、通讯设备；通讯产品的技术开发；商务信息咨询；汽车租赁；非营运汽车代驾服务；自营和代理各类商品及技术的进出口业务。
1,日用百货、劳保用品、化妆品、珠宝饰品、纺织原料、针纺织品、服装、鞋帽、厨具、工艺品、玩具、五金交电、办公设备、文化用品、办公用品、体育用品及器材、塑料制品、皮革制品、花卉、印刷器材、橡胶制品、包装材料的销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。
1,建筑材料、五金交电、机电设备、金属材料、钢材、机械设备、不锈钢制品、电子产品、电线电缆的销售。
1,电子材料、金属材料销售；模具配件、机械配件、机电设备、仪器设备、五金刀具、磨料磨具、机械设备的销售及上门维修；自营和代理商品及技术的进出口业务。
1,建材、纺织服装、床上用品、日用百货、机械设备批发、零售。
